Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
4/8/2016,Mucho Burrito F,MUCHO BURRITO _F,13.51,debit,Coffee Shops,TD STUDENT CHEQUING ACCOUNT,,
4/7/2016,Transfer Personal Payee,Transfer to Personal Payee LINE K9H3A9,1050,debit,Auto Payment,TD STUDENT CHEQUING ACCOUNT,,
4/7/2016,Ontario Pay,2060836 ONTARIO PAY,291.02,credit,Income,TD STUDENT CHEQUING ACCOUNT,,
4/6/2016,Canada Pay,CANADA PAY,1126.52,credit,Income,TD STUDENT CHEQUING ACCOUNT,,
4/5/2016,Uber.com,Uber BV help.uber.,8.91,debit,Rental Car & Taxi,TD GREEN VISA,,
4/5/2016,Thank You,PAYMENT - THANK YOU,126,credit,Credit Card Payment,TD GREEN VISA,,
4/5/2016,Transfer to TD EVERY DAY SAVINGS ACCOUNT,Simply Save to TD EVERY DAY SAVINGS ACCOUNT 05636446058,0.5,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
4/5/2016,Canada Gst,CANADA GST,103.75,credit,Income,TD STUDENT CHEQUING ACCOUNT,,
4/5/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,Simply Save from EVERY DAY CHEQUING WITH STUDENT DISCOUNT 05636349656,0.5,credit,Hide from Budgets & Trends,TD EVERY DAY SAVINGS ACCOUNT,,
4/4/2016,ATM Fee,NON-TD ATM W/D,3,debit,ATM Fee,TD STUDENT CHEQUING ACCOUNT,,
4/4/2016,Non Td ATM,NON-TD ATM W/D,60,debit,Cash & ATM,TD STUDENT CHEQUING ACCOUNT,,
4/4/2016,Boston Pizza,BOSTON PIZZA # 421 ORLEANS,17.81,debit,Restaurants,TD GREEN VISA,,
4/4/2016,Gpc Labworks,GPC LABWORKS OTTAWA,23.72,debit,Utilities,TD GREEN VISA,,
4/4/2016,Uber.com,Uber BV help.uber.,17.27,debit,Rental Car & Taxi,TD GREEN VISA,,
4/4/2016,Mucho Burrito,MUCHO BURRITO ORLEANS,17.97,debit,Restaurants,TD GREEN VISA,,
4/4/2016,Antique,ANTIQUE OTTAWA,84.75,debit,Furnishings,TD GREEN VISA,,
3/31/2016,John Mosco Dentistry,JOHN MOSCO DENTISTRY PROFORLEANS,126,debit,Dentist,TD GREEN VISA,,
3/31/2016,Petrocan Cumberland 4358 Innes Road,PETROCAN-4358 INNES RD CUMBERLAND,41.62,debit,Gas & Fuel,TD GREEN VISA,,
3/31/2016,Other Bank Fees,OTHER BANK FEES,2,debit,Bank Fee,TD STUDENT CHEQUING ACCOUNT,,
3/29/2016,Boston Pizza,BOSTON PIZZA # 421 ORLEANS,14.1,debit,Restaurants,TD GREEN VISA,,
3/29/2016,Houle Sports,HOULE SPORTS CUMBERLAN ORLEANS,59.88,debit,Sporting Goods,TD GREEN VISA,,
3/29/2016,Transfer to TD EVERY DAY SAVINGS ACCOUNT,Simply Save to TD EVERY DAY SAVINGS ACCOUNT 05636446058,0.5,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
3/29/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,Simply Save from EVERY DAY CHEQUING WITH STUDENT DISCOUNT 05636349656,0.5,credit,Hide from Budgets & Trends,TD EVERY DAY SAVINGS ACCOUNT,,
3/28/2016,ATM Fee,NON-TD ATM W/D,2.5,debit,ATM Fee,TD STUDENT CHEQUING ACCOUNT,,
3/28/2016,Non Td ATM,NON-TD ATM W/D,40,debit,Cash & ATM,TD STUDENT CHEQUING ACCOUNT,,
3/28/2016,Brewers Sparks,THE 3 BREWERS SPARKS OTTAWA,25.76,debit,Alcohol & Bars,TD GREEN VISA,,
3/28/2016,Tickets.Com,WANTICKETS.COM MONTREAL,59.5,debit,Entertainment,TD GREEN VISA,,
3/28/2016,Transfer Personal Payee,Transfer to Personal Payee LINE A6Z7Q6,65,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
3/24/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,PAYMENT - THANK YOU,226,credit,Hide from Budgets & Trends,TD GREEN VISA,,
3/24/2016,Jonny Canuck Bar,JONNY CANUCK'S BAR & OTTAWA,28.25,debit,Restaurants,TD GREEN VISA,,
3/24/2016,Ontario Pay,2060836 ONTARIO PAY,315.3,credit,Income,TD STUDENT CHEQUING ACCOUNT,,
3/23/2016,Transfer to TD GREEN VISA,TD VISA Z6L3K9,226,debit,Hide from Budgets & Trends,TD STUDENT CHEQUING ACCOUNT,,
3/23/2016,Transfer Personal Payee,Transfer to Personal Payee LINE Z6L3K6,1000,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
3/23/2016,Canada Pay,CANADA PAY,1126.52,credit,Income,TD STUDENT CHEQUING ACCOUNT,,
3/21/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,PAYMENT - THANK YOU,494.16,credit,Hide from Budgets & Trends,TD GREEN VISA,,
3/21/2016,Raisedbywol,PAYPAL *RAISEDBYWOL 4029357733,226,debit,Clothing,TD GREEN VISA,,
3/21/2016,Transfer Personal Payee,Transfer to Personal Payee LINE Y5X4Y5,1025,debit,Auto Payment,TD STUDENT CHEQUING ACCOUNT,,
3/18/2016,Transfer to TD GREEN VISA,TD VISA Y2Y6H9,494.16,debit,Hide from Budgets & Trends,TD STUDENT CHEQUING ACCOUNT,,
3/17/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,PAYMENT - THANK YOU,200,credit,Hide from Budgets & Trends,TD GREEN VISA,,
3/17/2016,Canada Rit,CANADA RIT,1537,credit,Income,TD STUDENT CHEQUING ACCOUNT,,
3/16/2016,Nordstrom,NORDSTROM RIDEAU OTTAWA,186.45,debit,Clothing,TD GREEN VISA,,
3/16/2016,Nordstrom,NORDSTROM RIDEAU OTTAWA,22.6,credit,Clothing,TD GREEN VISA,,
3/16/2016,YMCA,YMCA-YMCA NATIONAL CAP OTTAWA,42.94,debit,Gym,TD GREEN VISA,,
3/16/2016,Transfer to TD GREEN VISA,TD VISA X5A3W7,200,debit,Hide from Budgets & Trends,TD STUDENT CHEQUING ACCOUNT,,
3/15/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,PAYMENT - THANK YOU,490.44,credit,Hide from Budgets & Trends,TD GREEN VISA,,
3/15/2016,Transfer to TD EVERY DAY SAVINGS ACCOUNT,Simply Save to TD EVERY DAY SAVINGS ACCOUNT 05636446058,0.5,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
3/15/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,Simply Save from EVERY DAY CHEQUING WITH STUDENT DISCOUNT 05636349656,0.5,credit,Hide from Budgets & Trends,TD EVERY DAY SAVINGS ACCOUNT,,
3/14/2016,Ruddy Ym Ywca,RUDDY YM-YWCA ORLEANS,28.25,debit,Gym,TD GREEN VISA,,
3/14/2016,Transfer to TD GREEN VISA,TD VISA W7Q4X6,490.44,debit,Hide from Budgets & Trends,TD STUDENT CHEQUING ACCOUNT,,
3/14/2016,Ultramar,ULTRAMAR #32696 _F,48.11,debit,Gas & Fuel,TD STUDENT CHEQUING ACCOUNT,,
3/14/2016,Interac E Transfer,Interac e-Transfer C2***pya,406.17,credit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
3/10/2016,Ontario Pay,2060836 ONTARIO PAY,210.48,credit,Income,TD STUDENT CHEQUING ACCOUNT,,
